id;nome;data_nascimento;curso_id;turma_id;salario_medio;trabalha;cidade;estado;uso_alcool;fuma;uso_drogas;problemas_mentais;frequencia_percentual;media_notas;avaliacoes_realizadas
2486;Diogo Silva;1997-01-28;5;7;4623.88;1.0;;SC;0.0;0.0;1.0;;50.0;1.6;2
2487;;1995-09-20;7;11;3410.05;0.0;Ribeiro;PI;1.0;0.0;1.0;;66.67;7.23;2
2488;Eduarda Souza;1997-08-13;4;16;2051.92;0.0;Macedo;RR;0.0;1.0;0.0;;0.0;;0
2489;Samuel Costa;2003-10-24;4;7;4783.93;1.0;Câmara do Norte;MA;1.0;1.0;0.0;;100.0;2.52;1
2490;Dra. Rebeca Sales;1999-11-16;10;8;1010.59;0.0;Fernandes Verde;PA;1.0;0.0;0.0;;25.0;3.32;2
2491;Amanda Costela;2007-01-25;8;3;1975.56;0.0;Fernandes;MS;0.0;0.0;1.0;;12.5;6.73;3
2492;Cecilia Borges;;4;5;4014.28;0.0;Peixoto;RO;0.0;0.0;1.0;;100.0;5.19;1
2493;Pedro Carvalho;2005-06-11;2;18;4667.64;0.0;Mendes Verde;MT;0.0;1.0;1.0;;75.0;;0
2494;XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX;1995-03-17;4;18;3804.88;1.0;Nogueira do Galho;SP;0.0;1.0;1.0;;50.0;8.08;1
2495;Antony Câmara;1995-10-06;1;18;0.0;0.0;Marques;PE;0.0;0.0;1.0;;85.71;3.29;3
2496;XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX;1995-02-06;10;5;1663.4;1.0;Macedo;RN;0.0;1.0;1.0;;50.0;7.79;1
2497;Melina Porto;1998-12-15;4;11;1449.39;1.0;Caldeira;AP;1.0;0.0;1.0;;50.0;8.52;1
2498;Liz Ramos;2003-01-29;5;4;1692.36;1.0;Freitas;PE;1.0;0.0;0.0;;66.67;2.91;1
2499;Joaquim Moura;2005-08-13;4;17;1486.93;1.0;Guerra;RN;1.0;1.0;1.0;;100.0;;0
2500;Yasmin Moura;2004-06-23;3;13;1546.42;0.0;Sales;CE;1.0;0.0;0.0;;50.0;4.02;5
2501;Larissa Cirino;1999-12-10;5;4;4013.28;0.0;Porto;MT;0.0;0.0;0.0;;33.33;4.12;1
2502;Kevin Pereira;1995-09-29;2;9;4674.2;1.0;Marques;SE;1.0;;0.0;;50.0;7.39;1
2503;Rafael Machado;2004-06-17;10;20;1570.26;1.0;Moreira dos Dourados;PR;0.0;1.0;0.0;;60.0;5.39;2
2504;Srta. Luara Costa;1998-12-23;6;18;;;Mendonça Paulista;MG;0.0;1.0;0.0;;33.33;;0
2505;Maria Luísa Caldeira;2001-10-27;3;20;1173.03;1.0;Andrade da Prata;XX;0.0;1.0;0.0;;0.0;1.43;1
2506;Maria Liz Macedo;2001-09-01;1;13;3473.97;1.0;Porto do Oeste;PE;1.0;0.0;1.0;;50.0;4.43;2
2507;Murilo Barbosa;2005-04-16;9;15;3664.4;1.0;Vargas;RJ;0.0;1.0;0.0;;0.0;2.7;2
2508;Aurora Alves;2004-10-14;5;4;0.0;1.0;Cardoso;PA;0.0;1.0;0.0;;50.0;8.66;1
2509;Lucca Silva;2002-02-13;4;12;3921.17;1.0;Peixoto do Galho;MA;1.0;1.0;0.0;;20.0;4.83;2
2510;Srta. Esther Brito;1996-09-26;6;3;3115.54;1.0;Nunes;ES;0.0;1.0;1.0;;66.67;2.58;3
2511;Luiz Fernando Caldeira;2004-02-17;6;1;1084.12;0.0;Almeida;ES;0.0;1.0;1.0;;40.0;8.48;3
2512;Ana da Paz;2001-11-25;10;6;0.0;1.0;Rios do Galho;RS;0.0;1.0;1.0;Incidunt nisi adipisci minus illum voluptatem possimus.;40.0;;0
2513;Pedro Lucas Duarte;;2;5;2846.72;0.0;Cunha da Prata;;0.0;1.0;1.0;;100.0;9.31;2
2514;Maria Luísa da Costa;2002-02-02;4;5;1301.55;1.0;Cunha das Pedras;PR;1.0;1.0;0.0;Fugit odio iusto deserunt.;50.0;3.06;3
2515;Ravi da Luz;2000-08-31;5;11;1203.66;0.0;Fernandes;SC;1.0;0.0;0.0;;50.0;1.03;1
2516;Srta. Alana da Rocha;1997-07-01;6;11;1076.07;0.0;Guerra;!!;1.0;0.0;0.0;;100.0;3.85;3
2517;Ana Brito;1997-11-11;9;19;2509.72;1.0;Garcia;RO;0.0;0.0;0.0;;;0.91;1
2518;Matteo Sousa;2003-10-30;4;12;;1.0;Siqueira;AC;1.0;1.0;0.0;Dolorum consequuntur ab illum quisquam commodi iste.;33.33;3.96;2
2519;Lavínia Siqueira;1996-05-20;1;9;841.01;1.0;Jesus de da Conceição;SE;;1.0;1.0;;100.0;6.37;4
2520;Sr. Danilo da Rocha;;4;14;2272.56;1.0;Silveira;DF;0.0;1.0;1.0;;0.0;5.66;3
2521;Dr. João Gabriel Azevedo;1995-08-08;3;4;2757.7;1.0;da Rosa;PE;0.0;1.0;1.0;Repellendus ab error rem nihil cum.;100.0;3.72;4
2522;Maria Isis Aragão;1998-12-21;3;10;2688.62;1.0;Vieira;TO;1.0;0.0;0.0;Enim sed suscipit totam excepturi.;50.0;8.2;1
2523;Henry Gabriel Lopes;1998-04-22;1;14;3887.25;1.0;Pimenta da Serra;ES;1.0;1.0;0.0;Praesentium iure ullam dolor est.;50.0;5.87;2
2524;Miguel Teixeira;2005-04-08;9;18;685.82;0.0;Ribeiro;!!;0.0;0.0;0.0;;0.0;;0
2525;João Vitor Silveira;1994-07-25;2;20;4747.93;0.0;Rocha da Praia;ES;0.0;1.0;0.0;;50.0;1.88;3
2526;Mateus da Paz;2005-10-05;7;6;3309.67;1.0;Gonçalves;SP;0.0;1.0;0.0;;71.43;9.39;1
2527;Levi Aparecida;2001-05-15;1;8;4274.29;1.0;Oliveira;MA;1.0;0.0;0.0;;50.0;8.24;2
2528;Sabrina Correia;2003-08-22;10;7;1011.35;0.0;Caldeira de Minas;GO;1.0;0.0;1.0;;50.0;3.37;1
2529;Maria Isis Pereira;2007-01-31;8;1;4407.83;0.0;Pacheco de Goiás;RO;1.0;0.0;1.0;;50.0;2.84;1
2530;XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX;1995-11-05;1;2;2878.15;0.0;Araújo do Amparo;XX;1.0;1.0;1.0;Maxime aliquid optio quibusdam.;71.43;4.32;4
2531;Otávio da Mata;1997-02-25;10;12;3721.98;1.0;Cirino da Praia;!!;1.0;1.0;1.0;;100.0;3.64;2
2532;Dr. Gustavo Henrique Abreu;;1;1;4880.4;;Santos do Galho;PR;0.0;1.0;1.0;;;4.14;1
2533;Sra. Maria Luísa Farias;1998-02-16;5;13;3131.16;0.0;Silveira da Mata;PI;0.0;0.0;1.0;Nemo saepe totam eius.;0.0;5.68;4
2534;Aylla Pacheco;2000-10-31;8;1;4589.43;0.0;da Cunha do Amparo;PE;0.0;1.0;0.0;;66.67;2.26;4
2535;Thiago Leão;1999-08-18;2;3;;1.0;Campos;MA;1.0;0.0;0.0;;0.0;;0
2536;Matteo da Rosa;2002-12-02;7;3;2553.95;1.0;Santos do Sul;AM;0.0;0.0;1.0;;50.0;2.84;3
2537;Isabela Siqueira;1998-10-01;1;2;3245.06;0.0;Costela;DF;0.0;0.0;0.0;Tempora atque officia illum explicabo molestiae.;75.0;5.91;1
2538;Diogo Cardoso;1994-06-15;2;15;3234.96;1.0;Garcia;ES;1.0;0.0;0.0;Necessitatibus maxime iure eaque.;;2.38;1
2539;!!!INVALID_DATA!!!;;6;19;3104.3;1.0;Casa Grande de Rezende;;0.0;1.0;1.0;Tempore quod consectetur enim quos velit.;0.0;;0
2540;Sr. Yan da Paz;2005-09-05;5;19;2845.3;1.0;Montenegro;SP;0.0;1.0;1.0;;100.0;;0
2541;Lucas Gabriel Almeida;2000-04-09;5;15;3248.88;1.0;Rezende;RR;0.0;1.0;1.0;;66.67;6.26;2
2542;Dr. Asafe Fernandes;2003-12-13;9;5;1804.14;0.0;Vieira Paulista;PB;1.0;1.0;1.0;;33.33;6.06;4
2543;Otto Fernandes;1995-10-31;6;4;2323.77;0.0;Pereira;SC;0.0;0.0;0.0;Dicta repudiandae magnam eligendi qui iure.;33.33;5.47;1
2544;Stephany da Mata;2001-03-06;7;13;2695.5;0.0;Dias;AC;1.0;0.0;0.0;;25.0;3.01;1
2545;Erick Farias;2001-10-12;10;12;4003.76;0.0;Campos;PI;1.0;0.0;1.0;;0.0;6.24;3
2546;Sra. Lavínia da Rocha;2003-05-15;6;12;1628.64;0.0;Camargo;SC;1.0;0.0;1.0;;20.0;;0
2547;Gael Abreu;1997-03-11;1;7;2547.42;1.0;Nascimento;PI;0.0;1.0;1.0;;;4.73;1
2548;Raul Moreira;2005-09-02;5;16;2273.56;0.0;!!!INVALID_DATA!!!;RR;0.0;1.0;1.0;;0.0;0.97;2
2549;Kevin Rezende;1999-12-12;1;19;4442.27;0.0;Sampaio;RS;1.0;0.0;;;33.33;9.81;1
2550;!!!INVALID_DATA!!!;1995-06-14;5;20;2137.06;1.0;Fogaça de Minas;MT;0.0;0.0;0.0;;;2.86;3
2551;Oliver Rocha;2001-05-22;10;13;4258.38;1.0;Silva;PB;1.0;0.0;1.0;;50.0;3.49;2
2552;Fernando Mendonça;1997-09-09;6;16;1001.89;1.0;Souza;PA;0.0;0.0;1.0;;100.0;6.93;1
2553;Bella Sampaio;2002-04-15;5;16;3114.35;0.0;Azevedo;SP;0.0;0.0;1.0;;;5.21;4
2554;Antonella da Mota;1999-08-07;7;4;3591.72;;Albuquerque;;1.0;0.0;1.0;;50.0;4.79;2
2555;Sra. Maria Isis Melo;2002-04-12;8;20;3293.05;1.0;Machado;PB;1.0;;0.0;;50.0;;0
2556;Maria Liz Dias;;5;3;0.0;1.0;Cunha;AC;0.0;0.0;1.0;;33.33;0.04;1
2557;Sr. Gael Araújo;2001-02-03;5;14;1236.29;1.0;XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX;PB;1.0;0.0;1.0;;50.0;9.01;1
2558;Ana Julia Teixeira;2006-09-17;6;14;3489.73;0.0;da Rosa Verde;SP;1.0;0.0;0.0;;100.0;7.73;1
2559;Rodrigo da Mota;2006-01-21;6;16;2154.4;0.0;;PE;0.0;0.0;1.0;;66.67;2.7;1
2560;Srta. Lívia da Cruz;2000-04-24;7;14;4740.54;1.0;Rocha de Leão;RJ;1.0;0.0;1.0;;100.0;3.42;1
2561;Benicio Guerra;2006-04-27;5;1;4927.61;0.0;Gomes de Caldeira;PI;1.0;0.0;1.0;Temporibus dolor distinctio delectus facere.;50.0;6.4;2
2562;Gustavo Henrique Aparecida;1996-12-25;2;5;2753.19;0.0;Moraes da Mata;PB;;0.0;1.0;;0.0;7.3;2
2563;Isabelly da Rocha;1997-07-17;7;14;4477.6;1.0;Lima de Minas;AC;0.0;0.0;1.0;;100.0;1.19;2
2564;Antônio Pimenta;1996-02-19;5;15;561.24;1.0;;PB;0.0;1.0;0.0;;50.0;3.64;1
2565;Sophia Pereira;1997-10-29;10;3;717.79;1.0;Martins Alegre;RR;1.0;0.0;1.0;;50.0;;0
2566;Ísis Barros;2002-10-16;5;7;4743.43;1.0;Freitas;SC;1.0;0.0;0.0;Ex eligendi officia.;0.0;4.63;2
2567;Luana Nunes;2003-02-27;8;1;2713.78;0.0;Correia do Norte;PA;0.0;1.0;0.0;;0.0;2.24;1
2568;Maria Julia da Mota;2001-06-07;4;7;3356.32;1.0;Borges;AM;1.0;0.0;1.0;;66.67;;0
2569;!!!INVALID_DATA!!!;1997-01-30;5;14;1047.97;1.0;Marques de Aragão;PB;0.0;0.0;1.0;;100.0;4.1;4
2570;Maria Júlia Caldeira;2007-03-24;4;13;4497.08;1.0;Câmara;!!;1.0;1.0;;;66.67;7.19;1
2571;Davi Nascimento;1998-02-16;10;4;1565.82;0.0;Novaes;AL;1.0;1.0;1.0;;100.0;3.11;2
2572;Sra. Maria Flor Sales;1995-05-31;4;13;503.4;1.0;Nascimento Paulista;BA;0.0;1.0;1.0;;33.33;;0
2573;Rhavi Rios;2003-06-24;5;13;2569.7;1.0;Pastor;MG;0.0;0.0;1.0;;100.0;7.09;2
2574;!!!INVALID_DATA!!!;1994-06-09;6;4;1131.58;0.0;Oliveira das Pedras;TO;1.0;1.0;0.0;;0.0;5.42;2
2575;Benício Almeida;1994-05-26;2;14;627.9;1.0;Nascimento de Carvalho;MA;1.0;1.0;0.0;;20.0;6.0;2
2576;Sr. Miguel Aparecida;;4;3;2349.73;1.0;;MA;0.0;0.0;0.0;;0.0;8.4;2
2577;!!!INVALID_DATA!!!;1996-02-14;5;3;3050.94;1.0;Lima;MT;1.0;1.0;1.0;;100.0;;0
2578;Noah Costela;2003-11-30;9;11;4212.09;1.0;!!!INVALID_DATA!!!;PR;0.0;1.0;1.0;;100.0;3.85;2
2579;Anthony da Luz;1995-04-22;5;13;3369.44;0.0;Viana;RS;1.0;1.0;0.0;;0.0;3.56;1
2580;Miguel Pastor;1997-11-15;4;2;4200.81;0.0;Mendonça;RR;1.0;0.0;0.0;;33.33;;0
2581;Emilly Lima;2005-02-25;2;12;1058.08;1.0;Fonseca;SP;1.0;0.0;1.0;;50.0;5.56;3
2582;Ana Clara Gomes;2006-09-03;8;8;0.0;0.0;Sá;AL;1.0;0.0;1.0;;50.0;1.28;2
2583;João Guilherme Gonçalves;2003-08-28;8;17;1563.57;0.0;Sampaio;PB;1.0;1.0;0.0;;66.67;9.14;1
2584;Pedro Lucas Barbosa;2005-01-24;1;15;3345.51;0.0;da Costa do Sul;RN;1.0;0.0;0.0;;100.0;2.13;3
2585;Benício da Mata;2005-05-13;4;20;704.01;1.0;da Mota;SE;1.0;1.0;0.0;;33.33;;0
2586;Dr. José Mendonça;2002-02-22;8;12;2761.67;1.0;Ramos Grande;MS;1.0;1.0;0.0;Nisi reiciendis distinctio aperiam.;50.0;4.09;2
2587;Davi Lucas Leão;1998-02-06;5;7;4268.87;1.0;Fonseca;AC;0.0;0.0;0.0;;100.0;4.64;1
2588;Marcelo Cardoso;1997-06-13;2;13;3483.44;1.0;Rezende da Mata;ES;0.0;0.0;0.0;;50.0;;0
2589;Luigi Freitas;2006-02-04;1;15;3560.02;1.0;da Rocha;PR;1.0;0.0;0.0;;50.0;4.77;3
2590;Ana Carolina da Mata;2005-01-18;5;3;2868.54;1.0;Carvalho do Sul;GO;1.0;1.0;1.0;;100.0;4.28;1
2591;Aurora Pacheco;2004-05-27;5;17;4958.19;1.0;Carvalho;DF;1.0;1.0;0.0;;0.0;0.34;1
2592;Luiz Otávio Castro;2002-08-14;7;18;3185.89;1.0;XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX;MA;0.0;1.0;0.0;;66.67;9.31;1
2593;;1999-11-21;5;16;2565.19;0.0;Melo;SP;1.0;1.0;1.0;Alias quos nisi culpa minima.;50.0;8.8;2
2594;Lara das Neves;1997-11-07;10;2;3884.37;0.0;Peixoto;XX;0.0;1.0;0.0;;0.0;3.08;1
2595;Eduarda Rezende;1995-08-25;3;3;1674.94;0.0;Vieira;RJ;0.0;0.0;0.0;;50.0;1.03;2
2596;Renan da Luz;2004-02-22;8;7;2443.43;0.0;Pimenta de Farias;XX;0.0;1.0;0.0;;;5.97;3
2597;XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX;;6;15;2158.57;1.0;Pastor;PR;;1.0;1.0;;33.33;8.09;1
2598;Dra. Brenda Farias;2003-06-20;8;12;3975.63;0.0;Nascimento dos Dourados;MG;0.0;1.0;0.0;;40.0;5.27;1
2599;Júlia Brito;2003-11-20;10;14;3988.22;1.0;Viana;RN;0.0;1.0;0.0;;66.67;;0
2600;Eduardo Mendonça;2006-09-08;2;8;4801.39;0.0;;AP;1.0;1.0;1.0;Laudantium aut illo accusantium.;100.0;4.14;2
2601;Ísis da Rocha;2000-09-29;10;3;3081.18;1.0;!!!INVALID_DATA!!!;MT;0.0;0.0;0.0;;75.0;6.82;1
2602;!!!INVALID_DATA!!!;1997-07-16;10;20;1889.74;1.0;Peixoto;!!;0.0;0.0;0.0;;100.0;5.89;1
2603;;1996-11-23;7;13;604.21;0.0;da Cunha do Oeste;SC;0.0;0.0;1.0;;0.0;2.13;1
2604;;1996-10-15;10;11;2267.99;0.0;Monteiro;XX;1.0;0.0;1.0;;50.0;7.56;2
2605;Theodoro Pires;1998-06-06;5;18;3281.63;0.0;Ferreira do Galho;XX;0.0;0.0;0.0;;60.0;4.41;2
2606;Laís da Conceição;;1;10;4665.82;1.0;Costa;MT;0.0;1.0;1.0;;66.67;3.12;3
2607;Pedro Miguel da Conceição;;7;9;4217.32;1.0;Moraes Paulista;MA;1.0;0.0;1.0;;0.0;2.85;2
2608;Felipe Campos;1997-12-03;10;12;4061.48;0.0;Aparecida Verde;SP;1.0;1.0;1.0;;40.0;8.06;1
2609;Bryan Almeida;1997-03-12;8;12;2994.74;0.0;;SC;1.0;0.0;0.0;;33.33;8.04;1
2610;Dra. Mariah Moraes;;8;15;2728.66;0.0;Fernandes;MA;0.0;1.0;1.0;;100.0;4.26;4
2611;Isadora Pereira;2006-10-04;4;16;4508.28;1.0;Montenegro da Praia;RN;1.0;1.0;0.0;;25.0;1.48;1
2612;André Leão;2002-01-03;1;13;1791.53;0.0;Fernandes;RJ;1.0;0.0;1.0;;0.0;8.14;1
2613;Arthur Gabriel Cassiano;2006-04-14;7;9;757.19;0.0;;MS;0.0;0.0;1.0;;66.67;5.48;3
2614;Alice Cardoso;2004-06-24;4;9;3162.74;1.0;Correia da Mata;;0.0;0.0;1.0;Reiciendis sunt tenetur accusamus porro ipsam.;0.0;;0
2615;Bruna Dias;1996-01-09;8;8;2239.84;0.0;Vargas das Pedras;AC;1.0;0.0;1.0;;;5.81;1
2616;Sr. Thales Macedo;2000-08-03;7;10;823.14;1.0;Monteiro;MS;1.0;1.0;1.0;Ea sequi temporibus delectus impedit veniam.;50.0;;0
2617;Sofia da Conceição;1996-06-22;2;15;690.4;1.0;Novaes da Praia;AM;1.0;1.0;1.0;;0.0;2.28;1
2618;Maria Laura Fogaça;2004-04-02;6;9;1093.32;0.0;Duarte;;1.0;1.0;1.0;Amet architecto alias eveniet quo accusamus occaecati rem.;33.33;3.62;2
2619;Theodoro Souza;2006-07-27;8;3;2737.98;1.0;Guerra;SE;0.0;1.0;1.0;;;5.56;3
2620;Arthur Miguel Rios;1998-03-28;5;3;1089.43;0.0;Gonçalves da Prata;AL;1.0;1.0;1.0;;50.0;5.78;3
2621;Sra. Anna Liz Caldeira;2002-11-26;1;7;4687.52;1.0;da Cruz;RN;1.0;0.0;1.0;;66.67;3.42;1
2622;Sara Jesus;1995-10-25;4;12;3715.43;1.0;Viana;RJ;1.0;1.0;1.0;;40.0;5.67;4
2623;João Pedro Montenegro;2006-11-29;3;1;3426.89;1.0;Rodrigues de Porto;PB;1.0;1.0;0.0;;100.0;;0
2624;Ian Moura;2004-04-16;1;14;3701.64;1.0;Carvalho do Norte;AM;1.0;1.0;0.0;Placeat dolor similique temporibus itaque id consequuntur at.;0.0;5.38;1
2625;Sra. Ana Beatriz Vargas;2000-06-21;2;17;2313.1;1.0;Dias do Norte;GO;0.0;1.0;1.0;;33.33;1.09;1
2626;Gabrielly Araújo;2006-07-24;5;15;3393.96;0.0;Farias Verde;RO;0.0;1.0;1.0;;66.67;4.32;5
2627;Heitor Araújo;1997-03-22;6;3;0.0;0.0;Guerra Verde;PE;0.0;0.0;1.0;;50.0;0.67;2
2628;Ana Júlia das Neves;2002-09-13;4;12;985.31;1.0;Araújo;TO;1.0;1.0;1.0;;20.0;;0
2629;Dr. Leonardo Cassiano;2002-03-22;4;11;1457.6;1.0;Ferreira da Prata;SE;;1.0;1.0;Id excepturi accusantium mollitia dicta minima.;66.67;5.28;1
2630;Natália Azevedo;;1;7;4177.76;0.0;Casa Grande;SC;0.0;0.0;1.0;;20.0;5.94;1
2631;Lorena Martins;2002-08-29;7;7;3012.83;0.0;Lopes;RJ;1.0;1.0;1.0;;33.33;5.05;2
2632;Ana Cecília Peixoto;2000-08-06;5;13;1309.43;0.0;Borges de das Neves;TO;1.0;1.0;1.0;;0.0;3.17;2
2633;Henrique Leão;1999-04-22;3;1;3008.1;0.0;Vargas;PI;1.0;0.0;1.0;;100.0;6.36;4
2634;Beatriz da Cruz;2006-06-09;6;18;2298.1;0.0;Farias dos Dourados;RR;0.0;0.0;0.0;;100.0;;0
2635;Rafaela Caldeira;2005-09-04;1;16;1192.51;0.0;da Cruz;DF;1.0;1.0;1.0;;33.33;8.2;1
2636;Melina Sousa;2007-03-13;1;4;1240.12;0.0;Costela de Goiás;RS;0.0;0.0;0.0;;50.0;;0
2637;Maria Clara Viana;1995-09-18;6;6;1089.26;0.0;da Mata da Mata;MG;1.0;1.0;1.0;;100.0;5.36;1
2638;Ayla da Mota;2006-06-15;9;19;1712.56;0.0;Fernandes;MA;0.0;0.0;0.0;;0.0;;0
2639;Sra. Maria Fernanda Cassiano;1997-03-01;3;8;4745.62;0.0;Viana;RR;1.0;1.0;0.0;;75.0;4.21;3
2640;Larissa Gonçalves;2001-08-26;7;3;4204.48;;Porto;SE;1.0;1.0;1.0;;50.0;5.42;1
2641;Rafaela da Conceição;1998-03-24;4;7;1660.7;0.0;da Conceição;PA;0.0;0.0;0.0;;40.0;6.75;1
2642;Apollo Pastor;1996-10-16;10;5;4290.88;1.0;Jesus;MG;0.0;1.0;0.0;;100.0;3.57;4
2643;Clara da Mota;1999-02-20;6;10;2050.88;0.0;Gonçalves de Sá;PA;0.0;1.0;1.0;;50.0;4.18;1
2644;Amanda Mendonça;1997-01-31;8;16;3594.95;0.0;Rios;GO;0.0;1.0;0.0;;60.0;5.14;3
2645;Lavínia Farias;1994-05-15;7;7;4825.46;0.0;Ribeiro Paulista;PA;0.0;1.0;1.0;;0.0;;0
2646;Dra. Carolina Sousa;2000-01-03;3;10;1417.74;0.0;Teixeira de Rezende;AL;1.0;0.0;0.0;;50.0;9.79;1
2647;Bruna Pires;;6;17;3978.2;;Ramos Paulista;RS;0.0;1.0;0.0;Tenetur quis repudiandae qui minima dolores animi.;50.0;1.6;2
2648;Maria Laura Ribeiro;2000-03-12;9;15;3764.34;0.0;Moura;RJ;1.0;1.0;1.0;;100.0;4.96;2
2649;Amanda Correia;2007-04-26;10;2;1640.68;1.0;Moreira;MS;1.0;0.0;0.0;Laborum earum molestiae labore laudantium explicabo.;75.0;0.14;1
2650;Agatha Moura;2001-08-09;7;19;4672.13;0.0;Novaes da Serra;MT;0.0;0.0;0.0;;33.33;6.9;2
2651;Maria Fernanda Gonçalves;1994-11-21;10;13;738.47;1.0;Azevedo;PR;1.0;1.0;1.0;;40.0;4.74;3
2652;Dra. Aurora Carvalho;2005-12-15;3;13;0.0;1.0;Cardoso;PB;0.0;1.0;0.0;;66.67;3.32;2
2653;Ana Beatriz Cirino;1998-04-06;10;6;1835.35;0.0;Peixoto Grande;PR;0.0;1.0;1.0;;100.0;;0
2654;João Felipe Sales;2003-01-01;7;16;1483.14;0.0;Nogueira;TO;1.0;1.0;0.0;;66.67;1.48;3
2655;Gabrielly Freitas;2004-05-04;10;4;2873.33;1.0;da Rosa;TO;0.0;0.0;1.0;;66.67;1.6;1
2656;Dr. Enzo Oliveira;1996-10-31;3;10;1908.05;0.0;Lima das Flores;MT;0.0;;;Nisi harum hic laudantium numquam iste.;100.0;2.41;2
2657;Oliver Brito;2002-03-08;5;4;3291.67;1.0;Nunes;BA;1.0;0.0;0.0;Iure qui natus.;0.0;0.53;1
2658;Benicio Cavalcanti;2004-02-13;1;17;1161.18;1.0;Pereira Paulista;MA;1.0;0.0;0.0;Rem cupiditate quos voluptate adipisci dolores.;50.0;2.16;2
2659;Ester Leão;2006-06-09;10;11;600.49;0.0;Vieira;DF;0.0;1.0;1.0;;60.0;2.16;1
2660;Cauã Ferreira;2003-10-03;1;5;1147.3;1.0;Montenegro;RS;0.0;1.0;1.0;Unde consequuntur asperiores dolores mollitia voluptatibus.;0.0;6.32;1
2661;Bella Gonçalves;2007-04-21;10;8;;1.0;Barbosa;PA;0.0;0.0;1.0;Occaecati officia minus itaque delectus accusamus corrupti unde.;66.67;2.53;1
2662;Carolina Guerra;1999-04-29;2;14;;0.0;Andrade;MG;0.0;0.0;0.0;;33.33;5.51;2
2663;Yuri Cirino;1997-11-04;2;13;885.94;0.0;Rios Paulista;RJ;0.0;1.0;1.0;;25.0;7.98;1
2664;Lorena Aragão;1996-09-04;8;5;565.27;0.0;Vieira;PA;0.0;;0.0;Debitis ducimus nesciunt soluta.;33.33;7.39;2
2665;Srta. Alícia Pastor;1999-08-27;2;19;608.24;0.0;Souza Paulista;PE;0.0;1.0;;;25.0;8.33;1
2666;Calebe Novaes;2001-01-17;8;2;1376.44;0.0;;MA;0.0;0.0;1.0;Ratione recusandae ex error.;75.0;2.9;1
2667;Srta. Luna Pereira;2002-03-12;4;4;4909.16;1.0;Barros;MT;1.0;1.0;1.0;Pariatur tenetur debitis ab voluptatem reiciendis perspiciatis.;100.0;;0
2668;Leonardo Novaes;2001-03-13;1;6;959.2;;Pimenta;PR;0.0;0.0;1.0;Quas similique commodi a corrupti.;33.33;6.75;1
2669;XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX;1996-11-27;9;6;4475.87;1.0;Pacheco;PI;0.0;1.0;1.0;;100.0;4.51;5
2670;Sra. Isadora Pastor;1996-07-17;5;11;2708.07;1.0;Siqueira;XX;0.0;1.0;0.0;;40.0;4.33;3
2671;João Lucas Rocha;2005-02-21;1;18;4980.23;0.0;Peixoto;AM;0.0;1.0;1.0;;100.0;2.56;2
2672;Sr. Miguel Jesus;2001-10-02;5;6;4415.9;0.0;Peixoto;PA;0.0;0.0;0.0;;40.0;7.93;3
2673;Eduarda da Luz;1997-09-30;7;5;4283.16;0.0;Fogaça de Goiás;BA;1.0;0.0;0.0;;33.33;8.03;2
2674;Heitor Aparecida;1998-11-03;5;14;2737.8;0.0;Pinto dos Dourados;MG;0.0;1.0;0.0;;50.0;6.17;3
2675;Maria Luiza Leão;2005-05-09;10;20;3439.27;0.0;Albuquerque;SP;0.0;0.0;0.0;;50.0;8.08;3
2676;Raquel Sá;2003-01-19;9;10;1259.44;0.0;Ferreira;RS;1.0;1.0;1.0;;100.0;6.29;2
2677;Diego Brito;2004-10-20;9;18;3654.44;1.0;Silva Paulista;XX;1.0;1.0;1.0;;100.0;9.16;1
2678;Dra. Maya Abreu;1994-10-25;1;11;3895.55;0.0;Gonçalves Verde;SE;0.0;0.0;1.0;;0.0;1.66;1
2679;Theodoro da Rocha;1994-05-09;5;4;3218.88;0.0;Nunes;AL;0.0;1.0;0.0;;50.0;;0
2680;Ana Nascimento;1996-05-19;1;14;3567.93;0.0;Lopes Grande;AP;0.0;1.0;0.0;;66.67;;0
